Property_ID,City,Locality,Property_Type,BHK,Bathrooms,Super_Builtup_Area_sqft,Carpet_Area_sqft,Floor,Total_Floors,Property_Age,Furnishing,Parking,Distance_to_Metro_km,Nearby_Schools,Nearby_Hospitals,Amenities_Score,House_Price_INR
239,Ahmedabad,SG Highway,Apartment,2,1,4288,3306,3,22,24,Furnished,2,17.6,5,7,8,26169488
240,Kolkata,Salt Lake,Apartment,4,4,3032,2643,12,14,22,Furnished,3,17.8,6,4,1,21607256
241,Kolkata,Ballygunge,Independent House,1,1,3848,3496,8,40,9,Furnished,0,19.5,4,3,5,37100773
242,Kolkata,Ballygunge,Apartment,4,3,1269,1063,26,33,29,Unfurnished,3,15.2,6,1,9,7179206
243,Delhi,Saket,Villa,4,4,3696,3401,18,19,28,Unfurnished,1,4.0,4,1,4,61847371
244,Kolkata,Salt Lake,Builder Floor,6,6,1622,1335,16,29,14,Furnished,0,13.7,4,6,8,19053927
245,Kolkata,New Town,Builder Floor,4,4,1910,1494,8,14,28,Unfurnished,2,0.7,1,3,10,13108338
246,Hyderabad,Madhapur,Villa,3,4,2602,1961,30,31,24,Unfurnished,3,18.2,3,10,1,31300867
247,Chennai,Anna Nagar,Villa,6,6,2235,2076,11,26,27,Semi-Furnished,2,4.5,5,9,10,34568981
248,Delhi,Dwarka,Apartment,6,6,2799,2461,9,19,19,Semi-Furnished,0,9.7,6,5,6,34074696
249,Chennai,Anna Nagar,Apartment,5,5,4185,3186,25,38,27,Semi-Furnished,3,13.3,3,1,8,36161827
250,Chennai,OMR,Apartment,6,5,2888,2574,26,30,18,Furnished,2,14.6,4,9,8,31486360
251,Pune,Baner,Independent House,6,6,1703,1310,23,32,4,Semi-Furnished,1,18.9,6,2,4,27578337
252,Hyderabad,Kondapur,Apartment,3,3,1567,1358,27,29,14,Unfurnished,3,1.3,10,10,10,14936880
253,Kolkata,New Town,Apartment,6,7,2670,2161,27,30,1,Semi-Furnished,1,19.8,6,7,10,30037555
254,Bengaluru,HSR Layout,Independent House,2,1,2497,2038,10,31,5,Furnished,0,0.3,5,4,3,47779496
255,Bengaluru,Electronic City,Independent House,1,1,3016,2523,12,26,13,Furnished,3,7.8,1,9,4,41961720
256,Pune,Hinjewadi,Independent House,5,5,573,507,23,31,20,Unfurnished,1,13.9,6,5,3,6927046
257,Ahmedabad,Satellite,Apartment,1,1,4384,3542,16,36,23,Semi-Furnished,2,8.8,3,6,8,25721226
258,Hyderabad,Madhapur,Builder Floor,4,3,1435,1140,6,8,4,Furnished,1,2.6,1,7,5,20281557
259,Mumbai,Andheri,Villa,6,5,697,618,14,27,13,Furnished,0,11.0,8,3,4,23708139
260,Mumbai,Powai,Apartment,1,1,3050,2656,13,40,4,Unfurnished,0,10.3,10,2,5,40234699
261,Delhi,Vasant Kunj,Apartment,2,2,3905,3337,11,34,6,Unfurnished,3,6.0,1,9,8,42409753
262,Kolkata,Ballygunge,Apartment,1,1,4214,3253,21,37,18,Semi-Furnished,1,19.0,9,2,2,21970660
263,Hyderabad,Kukatpally,Builder Floor,3,3,2401,1824,5,8,26,Unfurnished,2,7.3,6,7,2,16485283
264,Mumbai,Andheri,Independent House,6,6,1846,1516,30,40,14,Unfurnished,2,17.6,2,6,6,41693640
265,Delhi,Vasant Kunj,Apartment,4,4,3923,3244,15,29,27,Semi-Furnished,1,2.4,1,3,2,37094786
266,Kolkata,Alipore,Apartment,4,4,3004,2270,28,40,21,Semi-Furnished,1,9.8,8,2,7,19130817
267,Mumbai,Andheri,Apartment,3,2,3385,3126,24,32,16,Furnished,2,10.5,10,2,7,55176919
268,Hyderabad,Kukatpally,Apartment,6,7,1108,1016,28,38,17,Semi-Furnished,0,0.4,3,9,8,11193835
269,Bengaluru,Whitefield,Independent House,3,3,1855,1751,16,24,1,Semi-Furnished,3,8.2,4,2,8,35394122
270,Kolkata,Salt Lake,Independent House,4,4,986,932,20,21,23,Unfurnished,0,8.2,1,9,9,9470842
271,Delhi,Saket,Independent House,5,5,3181,2812,10,22,30,Furnished,0,16.4,8,6,9,55534999
272,Kolkata,Ballygunge,Villa,1,1,3610,3183,10,22,0,Unfurnished,2,11.0,6,2,1,39000162
273,Kolkata,New Town,Independent House,6,7,938,751,6,14,6,Semi-Furnished,3,4.5,4,6,2,13969832
274,Mumbai,Andheri,Independent House,4,5,3197,2774,4,36,16,Furnished,0,10.7,1,9,7,76846414
275,Kolkata,New Town,Villa,2,2,924,764,19,30,19,Semi-Furnished,3,8.5,10,4,5,9510564
276,Pune,Baner,Apartment,2,2,2190,1906,23,40,28,Furnished,2,16.9,9,6,9,15905944
277,Hyderabad,Madhapur,Apartment,6,6,3312,2712,4,16,21,Furnished,2,14.3,6,9,8,36411065
278,Ahmedabad,Satellite,Independent House,4,3,2641,2036,4,8,12,Unfurnished,0,4.2,3,5,5,29312909
279,Mumbai,Powai,Apartment,5,4,1969,1797,19,37,3,Furnished,1,14.9,9,7,4,38911740
280,Chennai,Adyar,Builder Floor,4,5,4418,4009,10,28,21,Semi-Furnished,0,0.5,5,4,10,44596542
281,Hyderabad,Kondapur,Independent House,5,5,3679,3292,9,24,6,Furnished,1,19.7,2,3,3,65683972
282,Delhi,Vasant Kunj,Apartment,3,3,1032,807,8,9,27,Semi-Furnished,2,9.4,3,1,3,9443044
283,Mumbai,Powai,Apartment,5,5,798,723,16,24,10,Furnished,1,10.5,9,3,7,16150396
284,Ahmedabad,SG Highway,Apartment,2,2,1856,1525,30,40,6,Semi-Furnished,3,19.9,1,2,6,12750062
285,Hyderabad,Madhapur,Builder Floor,6,6,2062,1924,3,28,30,Semi-Furnished,2,10.9,5,1,9,23649123
286,Kolkata,Alipore,Apartment,6,6,1812,1545,3,14,30,Unfurnished,0,12.6,4,4,7,10133117
287,Hyderabad,Kukatpally,Villa,1,1,597,502,1,7,10,Furnished,0,1.3,5,9,2,9263515
288,Hyderabad,Kondapur,Apartment,4,5,2273,1848,21,25,12,Unfurnished,0,12.9,10,2,10,22406216
289,Delhi,Saket,Builder Floor,1,1,3723,3302,2,21,19,Furnished,3,7.8,1,8,3,43364318
290,Hyderabad,Madhapur,Villa,5,5,4432,3886,21,33,9,Unfurnished,0,11.2,9,3,2,76855333
291,Mumbai,Borivali,Apartment,1,1,1360,1223,23,35,28,Unfurnished,1,8.4,9,3,3,11821851
292,Hyderabad,Kondapur,Apartment,2,1,3987,3589,14,35,17,Unfurnished,0,6.0,2,5,2,28276540
293,Kolkata,Ballygunge,Apartment,6,6,909,733,28,32,2,Furnished,2,9.8,6,10,5,9651666
294,Bengaluru,HSR Layout,Independent House,4,4,519,421,7,35,25,Semi-Furnished,2,16.8,3,6,8,7781675
295,Kolkata,Ballygunge,Independent House,4,3,1219,1071,26,31,2,Furnished,1,17.8,4,5,2,16868387
296,Delhi,Dwarka,Independent House,6,5,3828,3316,24,31,12,Furnished,0,11.1,9,9,8,86315169
297,Bengaluru,HSR Layout,Apartment,5,5,1048,883,2,28,16,Furnished,2,10.1,4,10,3,13880204
298,Bengaluru,Electronic City,Apartment,5,5,3514,3149,11,13,30,Semi-Furnished,1,15.3,4,2,5,32499726
299,Hyderabad,Gachibowli,Villa,5,5,2089,1762,28,29,14,Furnished,0,19.6,6,2,9,43735098
300,Chennai,Anna Nagar,Apartment,5,5,2042,1798,18,39,11,Semi-Furnished,0,10.4,7,4,9,21545754
301,Pune,Baner,Apartment,4,3,2555,2366,5,20,14,Unfurnished,0,10.4,5,4,3,20838431
302,Bengaluru,HSR Layout,Villa,1,1,2198,2005,3,34,23,Unfurnished,3,9.7,10,3,7,29251058
303,Hyderabad,Gachibowli,Apartment,5,5,1051,920,28,38,1,Semi-Furnished,1,1.3,5,3,9,13991992
304,Mumbai,Powai,Builder Floor,2,3,2984,2830,15,21,27,Unfurnished,1,16.6,10,3,10,37339732
305,Chennai,Velachery,Villa,3,4,2943,2554,12,25,7,Furnished,1,2.3,4,9,9,56383058
306,Ahmedabad,Bopal,Villa,2,3,4192,3659,28,37,1,Unfurnished,0,2.0,3,10,9,60203550
307,Ahmedabad,Navrangpura,Apartment,1,2,1439,1349,25,38,15,Unfurnished,3,7.1,10,2,7,9096494
308,Chennai,OMR,Independent House,1,1,2950,2729,8,21,13,Unfurnished,0,14.2,1,10,9,29750205
309,Mumbai,Borivali,Villa,6,6,2174,1788,13,34,4,Semi-Furnished,2,5.4,9,7,10,82827689
310,Chennai,OMR,Independent House,4,5,1232,1015,15,24,17,Furnished,2,11.6,7,3,2,16627776
311,Hyderabad,Kukatpally,Independent House,2,1,1378,1173,10,36,25,Semi-Furnished,0,3.4,1,2,3,14006887
312,Ahmedabad,SG Highway,Apartment,2,2,827,720,12,25,23,Furnished,2,14.3,10,1,3,5396033
313,Kolkata,Alipore,Apartment,6,6,1297,981,16,33,19,Furnished,1,12.4,1,6,4,11425740
314,Mumbai,Bandra,Apartment,3,4,1946,1720,18,25,12,Semi-Furnished,0,14.8,2,2,9,29251597
315,Pune,Baner,Builder Floor,3,3,2983,2811,29,36,14,Furnished,0,5.4,7,9,2,35174304
316,Delhi,Saket,Apartment,1,1,4088,3505,18,27,25,Semi-Furnished,3,19.3,10,8,4,31450694
317,Kolkata,Alipore,Independent House,1,2,976,782,20,28,12,Furnished,1,16.0,7,6,9,10257645
318,Mumbai,Powai,Apartment,1,2,3259,2932,2,38,10,Semi-Furnished,1,9.6,6,4,10,41833421
319,Bengaluru,Indiranagar,Apartment,2,2,3512,2804,6,21,8,Unfurnished,1,16.7,10,6,3,34357006
320,Delhi,Dwarka,Villa,6,7,3014,2264,17,19,27,Semi-Furnished,3,7.5,6,8,10,62988007
321,Kolkata,New Town,Builder Floor,5,5,2129,1691,4,8,18,Semi-Furnished,3,9.7,9,1,9,20105927
322,Ahmedabad,Bopal,Apartment,1,2,1792,1591,21,28,0,Semi-Furnished,3,11.7,6,6,10,14265815
323,Bengaluru,HSR Layout,Apartment,4,4,1998,1571,6,33,13,Unfurnished,2,7.4,7,5,8,21670974
324,Bengaluru,Indiranagar,Independent House,6,6,3793,3023,27,34,13,Unfurnished,1,3.1,3,8,1,76253747
325,Ahmedabad,Navrangpura,Apartment,6,6,3716,3148,17,36,8,Semi-Furnished,0,8.1,3,1,4,33331001
326,Kolkata,Salt Lake,Apartment,3,3,1978,1626,29,34,17,Unfurnished,2,0.6,2,6,10,12620587
327,Bengaluru,HSR Layout,Apartment,6,7,3673,3295,2,27,28,Semi-Furnished,2,9.4,3,3,6,40394182
328,Ahmedabad,SG Highway,Apartment,3,3,1784,1451,22,31,9,Furnished,3,5.6,8,6,10,16827925
329,Kolkata,Alipore,Apartment,1,1,3480,2773,30,32,8,Semi-Furnished,1,3.5,2,2,2,22705142
330,Mumbai,Andheri,Independent House,5,4,925,742,2,27,4,Unfurnished,2,4.7,5,8,3,24690640
331,Bengaluru,Whitefield,Apartment,3,3,4039,3413,17,26,27,Furnished,3,2.9,9,3,10,40901540
332,Kolkata,Alipore,Apartment,6,6,4222,3459,7,13,17,Semi-Furnished,3,6.3,7,5,3,32594838
333,Mumbai,Andheri,Apartment,2,2,1674,1412,22,38,0,Unfurnished,3,6.1,7,5,10,26245255
334,Mumbai,Powai,Apartment,5,6,2116,1692,23,36,22,Furnished,3,4.6,2,7,4,32048257
335,Chennai,Anna Nagar,Villa,5,5,2191,1725,5,14,2,Semi-Furnished,2,2.4,8,10,8,48787689
336,Kolkata,New Town,Apartment,2,1,4471,3831,3,22,5,Unfurnished,2,2.7,8,1,4,30969549
337,Bengaluru,Whitefield,Apartment,3,4,1776,1611,11,26,15,Semi-Furnished,0,6.7,3,1,5,17686854
338,Delhi,Vasant Kunj,Apartment,3,4,3892,2928,22,30,24,Unfurnished,3,15.5,8,4,1,32813614
339,Kolkata,Salt Lake,Apartment,2,3,2093,1855,29,35,9,Unfurnished,1,12.7,1,9,9,14305954
340,Chennai,OMR,Villa,2,2,4135,3144,6,14,21,Semi-Furnished,1,12.7,6,1,3,48485110
341,Delhi,Vasant Kunj,Independent House,1,1,2880,2611,22,27,15,Unfurnished,2,15.5,4,3,8,37053090
342,Pune,Hinjewadi,Apartment,6,6,3372,2890,4,36,3,Furnished,1,6.5,9,6,8,47283673
343,Hyderabad,Gachibowli,Villa,3,3,1526,1418,22,37,15,Unfurnished,2,10.9,8,4,10,24133583
344,Pune,Baner,Villa,3,3,782,669,9,36,14,Semi-Furnished,2,10.9,8,1,9,12208668
345,Bengaluru,Whitefield,Villa,3,3,1813,1621,30,39,21,Furnished,3,4.0,8,9,3,33342838
346,Chennai,Anna Nagar,Apartment,3,2,894,764,1,10,2,Unfurnished,1,17.5,4,2,8,8382164
347,Delhi,Dwarka,Apartment,4,5,2653,2320,8,12,18,Furnished,2,4.6,2,1,4,30602979
348,Kolkata,Salt Lake,Apartment,6,5,1978,1704,28,35,30,Furnished,2,15.9,1,10,5,12942770
349,Mumbai,Andheri,Independent House,1,1,4434,3786,23,31,3,Furnished,3,4.0,9,4,10,103505518
350,Bengaluru,Electronic City,Villa,6,6,3262,2745,13,17,21,Semi-Furnished,1,15.9,9,7,9,68209259
351,Bengaluru,Electronic City,Builder Floor,3,3,3960,3264,20,34,24,Semi-Furnished,2,12.2,10,9,4,42810049
352,Chennai,Anna Nagar,Builder Floor,4,5,500,447,19,20,9,Unfurnished,1,19.9,5,1,5,5655518
353,Hyderabad,Kondapur,Apartment,6,6,4264,3670,18,37,17,Unfurnished,1,2.1,8,6,3,43832192
354,Chennai,Anna Nagar,Independent House,2,2,1549,1413,18,31,2,Semi-Furnished,1,14.7,6,8,3,20033820
355,Delhi,Saket,Apartment,5,6,821,743,24,35,29,Unfurnished,2,17.6,7,7,2,7376790
356,Mumbai,Borivali,Apartment,5,4,1807,1550,10,27,4,Furnished,1,3.2,7,8,10,36604619
357,Delhi,Rohini,Apartment,4,4,1041,850,18,20,15,Furnished,3,5.4,7,9,7,13952465
358,Bengaluru,Indiranagar,Apartment,2,3,2119,1865,17,37,6,Furnished,1,5.0,5,7,6,25501799
359,Delhi,Dwarka,Villa,4,4,1926,1517,19,40,11,Semi-Furnished,0,15.4,3,6,10,44657001
360,Bengaluru,Electronic City,Apartment,2,2,3307,2727,23,26,24,Semi-Furnished,0,14.8,4,10,3,25327204
361,Mumbai,Powai,Villa,1,1,2343,1978,6,20,10,Furnished,1,11.0,5,9,8,60666517
362,Bengaluru,Whitefield,Apartment,6,5,1546,1212,6,24,9,Furnished,0,9.4,1,2,7,25554993
363,Chennai,Anna Nagar,Independent House,1,1,4052,3754,7,32,12,Unfurnished,0,18.1,8,10,9,41956587
364,Bengaluru,Indiranagar,Apartment,4,3,662,529,9,20,16,Furnished,3,8.0,3,1,6,8334570
365,Pune,Baner,Villa,2,2,3825,2916,28,35,8,Semi-Furnished,0,18.9,5,4,3,58180292
366,Ahmedabad,Bopal,Apartment,4,4,2209,1762,13,23,4,Furnished,2,9.1,3,4,3,20754606
367,Hyderabad,Madhapur,Apartment,6,6,2261,2145,4,15,24,Semi-Furnished,2,1.5,9,2,3,21363118
368,Bengaluru,Whitefield,Independent House,4,5,1742,1460,26,37,29,Unfurnished,2,3.2,4,2,3,22065615
369,Mumbai,Powai,Villa,5,5,2942,2343,0,23,21,Furnished,0,13.8,8,3,9,85094633
370,Kolkata,Ballygunge,Apartment,4,5,2440,1897,7,10,6,Unfurnished,3,15.3,1,5,7,18642566
371,Hyderabad,Madhapur,Apartment,4,5,3317,2703,28,32,14,Furnished,3,8.2,1,10,7,35855450
372,Pune,Wakad,Villa,6,5,2632,2031,26,27,14,Semi-Furnished,1,10.5,7,1,9,52615323
373,Mumbai,Bandra,Apartment,4,4,3668,3358,5,33,14,Semi-Furnished,2,12.3,1,9,3,57062703
374,Kolkata,Salt Lake,Villa,1,1,3689,3198,22,40,28,Unfurnished,1,8.0,6,8,1,30005811
375,Kolkata,New Town,Independent House,1,1,1827,1623,22,28,29,Furnished,0,2.0,8,6,2,15230419
376,Ahmedabad,Bopal,Apartment,4,3,3646,2859,18,40,10,Semi-Furnished,1,3.4,3,3,1,28047619
377,Chennai,Anna Nagar,Villa,4,4,3065,2409,4,17,28,Semi-Furnished,0,12.5,5,1,8,41489366
378,Kolkata,Salt Lake,Villa,4,4,1388,1204,14,28,15,Furnished,3,1.8,10,1,4,20772974
379,Chennai,Velachery,Apartment,2,1,3175,2602,27,28,4,Semi-Furnished,2,6.8,2,1,2,30459092
380,Bengaluru,Indiranagar,Villa,5,5,4457,3748,11,13,18,Unfurnished,0,15.4,6,6,7,82719124
381,Ahmedabad,SG Highway,Apartment,2,1,3345,3083,16,30,10,Furnished,1,14.0,10,1,2,23761269
382,Delhi,Vasant Kunj,Villa,5,5,2249,1960,8,31,10,Semi-Furnished,1,12.4,8,9,8,53735191
383,Bengaluru,Indiranagar,Villa,2,1,984,742,25,27,20,Semi-Furnished,1,16.0,7,7,1,13254194
384,Pune,Kharadi,Apartment,2,2,1542,1400,9,26,9,Semi-Furnished,2,15.4,2,6,6,12718836
385,Mumbai,Bandra,Apartment,3,4,4252,3592,20,25,1,Semi-Furnished,3,3.3,8,9,6,69744639
386,Ahmedabad,SG Highway,Independent House,3,3,2774,2377,18,40,6,Semi-Furnished,2,16.0,6,2,3,32457356
387,Mumbai,Powai,Builder Floor,6,6,2838,2472,19,23,5,Semi-Furnished,2,14.2,6,1,5,65455964
388,Delhi,Vasant Kunj,Independent House,3,4,3897,3663,16,26,6,Semi-Furnished,1,2.4,1,4,2,78260741
389,Mumbai,Borivali,Builder Floor,2,2,1893,1769,27,36,23,Furnished,2,15.6,3,2,9,29829714
390,Bengaluru,Indiranagar,Villa,4,5,3423,3159,0,20,3,Semi-Furnished,0,13.8,10,2,6,77508804
391,Mumbai,Andheri,Apartment,6,6,592,512,20,27,9,Semi-Furnished,2,4.2,5,5,9,10855058
392,Kolkata,Salt Lake,Apartment,2,2,968,728,17,34,19,Semi-Furnished,0,4.3,6,9,6,6008604
393,Bengaluru,HSR Layout,Apartment,2,1,1775,1548,17,32,10,Semi-Furnished,0,2.8,8,1,2,16821473
394,Mumbai,Andheri,Apartment,2,3,3024,2483,26,30,10,Unfurnished,0,19.5,8,10,3,40141134
395,Kolkata,Salt Lake,Apartment,6,7,2427,1932,4,21,7,Semi-Furnished,2,8.0,6,6,8,24813034
396,Mumbai,Andheri,Apartment,3,4,2389,2195,24,36,9,Furnished,1,10.3,7,2,6,38284220
397,Delhi,Saket,Apartment,4,5,1477,1291,5,36,17,Semi-Furnished,3,1.5,4,10,7,16178310
398,Pune,Kharadi,Apartment,6,5,3528,3302,26,34,18,Unfurnished,0,11.9,8,6,9,36200155
399,Kolkata,New Town,Apartment,4,3,2950,2276,19,32,26,Unfurnished,2,10.0,1,2,4,16993601
400,Mumbai,Bandra,Villa,4,4,2097,1830,6,20,14,Unfurnished,2,6.1,5,7,6,57936601
401,Mumbai,Borivali,Independent House,3,2,2012,1871,1,2,30,Semi-Furnished,2,2.4,5,1,4,30029634
402,Ahmedabad,Satellite,Villa,4,5,2282,1960,5,36,21,Unfurnished,1,3.9,7,6,7,27226405
403,Chennai,Velachery,Apartment,1,1,1089,973,21,35,15,Semi-Furnished,1,1.9,7,8,10,8129468
404,Bengaluru,Electronic City,Apartment,5,6,2075,1703,13,33,5,Semi-Furnished,0,11.6,4,9,5,28009031
405,Pune,Hinjewadi,Builder Floor,5,6,3387,2789,15,38,18,Furnished,0,3.0,9,5,8,42288526
406,Delhi,Dwarka,Apartment,6,5,3301,2894,18,28,25,Semi-Furnished,0,18.1,9,1,8,38547354
407,Kolkata,Ballygunge,Apartment,3,3,1186,897,19,29,29,Furnished,2,1.4,8,10,3,6756409
408,Mumbai,Powai,Independent House,5,4,1674,1417,16,19,4,Semi-Furnished,2,5.2,10,5,5,46086751
409,Mumbai,Andheri,Villa,5,5,3199,2685,5,22,25,Unfurnished,1,9.8,9,1,6,74086301
410,Bengaluru,Indiranagar,Independent House,4,5,1474,1300,20,26,23,Unfurnished,1,11.6,6,1,5,21009517
411,Mumbai,Bandra,Apartment,4,4,2450,2203,29,38,24,Unfurnished,1,7.7,7,8,5,30782818
412,Ahmedabad,SG Highway,Apartment,4,5,3279,2666,21,23,16,Furnished,0,18.4,6,7,10,25864008
413,Chennai,Anna Nagar,Apartment,1,1,3180,2756,24,32,14,Unfurnished,1,10.5,3,6,9,20386221
414,Mumbai,Andheri,Apartment,1,1,3307,2775,23,33,7,Unfurnished,2,4.0,1,10,2,43003625
415,Hyderabad,Gachibowli,Villa,1,1,4007,3489,21,40,12,Semi-Furnished,1,17.9,3,5,5,55356126
416,Delhi,Vasant Kunj,Builder Floor,3,4,3335,3103,24,35,24,Semi-Furnished,2,3.4,2,5,1,35891132
417,Ahmedabad,Satellite,Builder Floor,3,3,1228,1029,29,33,15,Furnished,3,3.7,8,2,3,12473854
418,Ahmedabad,Bopal,Villa,1,2,3430,2750,2,7,1,Furnished,2,15.6,1,8,3,48022628
419,Mumbai,Andheri,Villa,3,3,3367,2747,18,19,12,Unfurnished,3,9.7,7,2,9,90818975
420,Mumbai,Borivali,Builder Floor,4,3,2823,2419,10,32,11,Semi-Furnished,2,8.1,2,6,9,55142817
421,Delhi,Vasant Kunj,Independent House,3,3,1223,1052,12,34,30,Semi-Furnished,1,6.1,7,2,6,17552689
422,Delhi,Vasant Kunj,Villa,2,1,1290,974,7,39,18,Furnished,3,1.4,9,5,8,28533170
423,Kolkata,Salt Lake,Apartment,1,1,3726,3331,3,17,12,Unfurnished,3,18.8,9,3,10,21751833
424,Delhi,Dwarka,Villa,4,3,2430,2263,1,17,19,Semi-Furnished,1,0.5,1,5,2,50448770
425,Bengaluru,Whitefield,Independent House,1,1,2536,2203,7,12,19,Furnished,1,8.6,7,6,2,34926119
426,Bengaluru,HSR Layout,Independent House,2,1,2929,2298,3,21,2,Unfurnished,1,15.2,3,6,9,51875060
427,Kolkata,New Town,Builder Floor,1,1,909,825,19,32,20,Unfurnished,1,0.5,8,2,1,5241934
428,Bengaluru,Whitefield,Villa,5,5,2204,1958,24,40,25,Semi-Furnished,1,4.3,5,9,8,43501802
429,Hyderabad,Madhapur,Villa,1,1,3437,2921,2,22,30,Unfurnished,2,8.5,9,4,4,35805283
430,Delhi,Saket,Independent House,5,5,2401,2170,6,24,21,Unfurnished,0,4.0,3,8,8,37060997
431,Bengaluru,Whitefield,Apartment,3,3,1358,1136,19,34,10,Unfurnished,0,2.3,1,9,3,13451765
432,Mumbai,Borivali,Apartment,1,1,3454,2897,10,24,18,Semi-Furnished,1,15.0,6,4,2,32853526
433,Hyderabad,Gachibowli,Apartment,4,4,2038,1891,15,34,2,Furnished,3,1.3,7,3,4,25274838
434,Kolkata,New Town,Apartment,2,3,3448,2719,8,21,11,Unfurnished,2,2.7,10,1,5,23235855
435,Delhi,Vasant Kunj,Apartment,2,2,1400,1298,5,16,19,Furnished,1,1.9,9,8,4,15940142
436,Kolkata,Alipore,Apartment,6,7,3515,3249,10,24,7,Unfurnished,1,17.9,10,3,10,31796050
437,Ahmedabad,SG Highway,Apartment,4,3,2243,1920,25,38,15,Unfurnished,0,9.2,4,2,9,18121306
438,Ahmedabad,Bopal,Apartment,3,3,3152,2993,15,37,0,Unfurnished,2,3.4,8,10,10,25824802
439,Kolkata,Alipore,Independent House,6,7,1257,1141,20,35,11,Furnished,0,17.2,2,7,6,16391261
440,Mumbai,Powai,Apartment,3,3,3726,3304,28,34,19,Semi-Furnished,0,10.4,6,1,2,45919969
441,Pune,Wakad,Villa,3,3,1217,1070,2,38,22,Unfurnished,1,2.9,6,4,9,17026669
442,Kolkata,New Town,Independent House,2,2,1944,1807,21,35,16,Semi-Furnished,2,1.3,6,6,8,19168921
443,Delhi,Vasant Kunj,Villa,6,6,2351,2055,21,24,25,Semi-Furnished,1,17.9,8,2,2,40811793
444,Bengaluru,HSR Layout,Builder Floor,1,1,1174,945,4,36,22,Semi-Furnished,1,17.5,9,1,5,10824675
445,Bengaluru,Electronic City,Apartment,4,3,1694,1334,27,40,0,Furnished,1,16.7,9,6,7,23529053
446,Pune,Baner,Apartment,6,7,2375,1925,28,33,4,Semi-Furnished,1,15.8,4,8,6,29110090
447,Mumbai,Bandra,Apartment,4,4,3033,2835,17,27,22,Unfurnished,1,19.5,3,3,4,36976969
448,Mumbai,Powai,Apartment,4,4,2014,1584,22,24,17,Furnished,2,19.6,3,6,8,30021830
449,Bengaluru,HSR Layout,Apartment,1,2,4313,3665,30,38,4,Furnished,2,3.3,9,9,6,48921948
450,Chennai,OMR,Independent House,5,5,3775,3257,29,37,29,Furnished,2,13.8,8,1,3,42803248
451,Delhi,Saket,Apartment,5,5,2326,1910,1,40,10,Unfurnished,1,11.8,4,5,4,29080534
452,Delhi,Vasant Kunj,Villa,1,2,1296,1099,19,36,19,Furnished,0,18.2,6,7,3,22313619
453,Ahmedabad,Satellite,Apartment,1,1,1912,1568,27,36,14,Semi-Furnished,0,4.5,8,7,8,11562833
454,Bengaluru,Electronic City,Villa,4,4,3922,3402,4,18,2,Furnished,2,9.6,9,6,2,102807604
455,Ahmedabad,SG Highway,Apartment,6,6,2197,1724,22,27,14,Semi-Furnished,1,3.9,7,5,9,19835058
456,Mumbai,Powai,Independent House,3,4,2790,2505,0,1,7,Semi-Furnished,1,5.4,8,2,5,61915666
457,Bengaluru,Electronic City,Builder Floor,6,6,616,476,15,18,8,Furnished,2,11.7,10,7,5,11258083
458,Kolkata,Salt Lake,Apartment,6,5,3962,3177,1,11,18,Unfurnished,2,9.3,3,6,3,28014068
459,Chennai,Anna Nagar,Apartment,3,2,1687,1363,29,31,20,Unfurnished,1,15.4,3,2,10,12137877
460,Pune,Baner,Independent House,6,6,1611,1429,11,15,22,Semi-Furnished,2,16.5,1,3,9,21478224
461,Pune,Wakad,Apartment,2,1,1392,1087,26,30,7,Unfurnished,0,8.5,2,2,3,12418127
462,Kolkata,Ballygunge,Apartment,3,3,3846,3224,16,27,19,Unfurnished,1,14.3,1,2,4,22895861
463,Bengaluru,Indiranagar,Apartment,2,2,821,685,25,27,24,Unfurnished,0,0.6,8,7,1,6159196
464,Delhi,Dwarka,Independent House,5,4,2421,1873,1,6,8,Unfurnished,2,13.4,2,2,10,50014698
465,Hyderabad,Madhapur,Villa,1,1,1096,1007,8,31,30,Furnished,2,3.4,9,10,4,12681508
466,Delhi,Dwarka,Independent House,1,1,3431,2704,5,40,9,Furnished,0,19.5,2,4,9,56579671
467,Kolkata,Ballygunge,Villa,2,3,3258,3067,26,32,5,Unfurnished,3,8.6,9,4,7,42832166
468,Pune,Hinjewadi,Apartment,5,5,2530,2283,9,27,22,Semi-Furnished,0,1.8,8,2,7,23718128
469,Kolkata,Ballygunge,Villa,4,4,2768,2301,13,20,27,Unfurnished,0,17.9,8,6,3,26413076
470,Kolkata,Salt Lake,Apartment,5,4,988,769,22,26,12,Furnished,1,1.5,4,6,4,8742985
471,Ahmedabad,SG Highway,Apartment,4,5,1640,1480,18,37,24,Furnished,2,15.2,7,6,8,11932476
472,Ahmedabad,Navrangpura,Apartment,2,3,942,729,15,23,15,Furnished,1,0.8,1,2,8,6350303
473,Mumbai,Bandra,Apartment,6,6,1125,911,3,8,19,Semi-Furnished,3,15.9,4,5,8,16591420
474,Chennai,Anna Nagar,Independent House,5,4,4401,3973,28,30,13,Unfurnished,3,9.1,7,8,8,67290319
475,Mumbai,Bandra,Apartment,3,3,2513,2101,22,35,9,Furnished,3,15.3,10,8,9,45632937
476,Kolkata,Alipore,Apartment,2,1,2103,1688,12,32,18,Unfurnished,2,15.4,5,6,1,11287521
477,Mumbai,Bandra,Independent House,3,2,3634,3373,12,16,10,Unfurnished,3,7.0,6,7,6,80000884
